Cluster,Gene,Score,Adjusted p-value
1,KLF2,6.779409,4.34961224483618e-09
1,PALM2-AKAP2,6.754718,5.057521775938196e-09
1,SWAP70,6.6926637,7.59546186423182e-09
1,HVCN1,6.6607485,9.264386965171867e-09
1,BRD2,6.6451163,1.0112149625002412e-08
1,CYFIP2,6.4380527,3.760474340709405e-08
1,CLK1,6.349649,6.376203812276768e-08
1,TNFRSF13C,6.2857594,9.484020961838748e-08
1,PHACTR1,6.2793646,9.725547169920081e-08
1,IQSEC1,6.2186723,1.4119310289699025e-07
1,FAM53B,6.171954,1.8702632534163058e-07
1,IER2,6.1509337,2.1034492526701746e-07
1,RASGRP2,6.102676,2.764597418369559e-07
1,P2RX5,6.098235,2.8012926124044806e-07
1,IRF8,6.06182,3.4653045678225926e-07
1,CD72,6.05205,3.630342793742306e-07
1,FOXP1,6.0239244,4.261388962414405e-07
1,SP100,5.940021,7.036020562554889e-07
1,SEL1L3,5.9373565,7.054651489904512e-07
1,JUNB,5.9261656,7.451675449047682e-07
1,FGD2,5.9207773,7.598683223604455e-07
1,TCF3,5.909882,8.013274131755363e-07
1,STRBP,5.8655324,1.0085982039859026e-06
1,ATP2A3,5.8021755,1.4565239103409698e-06
1,FCRL2,5.7825174,1.6174763015183175e-06
1,EDEM1,5.724667,2.223623267371038e-06
1,RALGPS2,5.669245,3.0058219965659644e-06
1,PLEKHA2,5.6307573,3.7168854305701445e-06
1,PIK3CD,5.6026907,4.2738734126558665e-06
1,RIPOR2,5.564854,5.254135898487942e-06
1,DUSP1,5.561479,5.2979210554888e-06
1,BLK,5.515235,6.823562487696068e-06
1,TXNIP,5.431687,1.0703336273439257e-05
1,ZFP36L1,5.4289036,1.0757123337730522e-05
1,CLEC2D,5.4268312,1.0769360615772073e-05
1,ADAM19,5.396396,1.2633313505411861e-05
1,JMJD1C,5.387929,1.310789984286913e-05
1,ALOX5,5.378278,1.3690530029143249e-05
1,EZR,5.2375307,2.9040072202205772e-05
1,SNX2,5.218583,3.185780265110091e-05
1,ZBTB18,5.1974444,3.535430009836859e-05
1,MME,5.1506076,4.4567229237087885e-05
1,POU2AF1,5.134443,4.811478261561991e-05
1,WDFY4,5.119699,5.154637253145498e-05
1,DTX1,5.0169663,8.76013485876897e-05
1,RBM6,4.971077,0.00011009230220532544
1,RERE,4.907898,0.0001494734522382488
1,ADAM28,4.898602,0.00015532128020888684
1,BLNK,4.896174,0.00015585984777563734
1,SMAP2,4.8378506,0.0002075030248407973
1,NOP53,4.791132,0.00025991174300799534
1,NIN,4.7842045,0.0002644388949501823
1,RHOH,4.733756,0.00033380843052482857
1,CCNG2,4.707525,0.00037659446436275426
1,FOXO1,4.703262,0.0003813694918979715
1,HIF1A,4.688518,0.00040510351374727863
1,IKZF2,4.686919,0.00040510351374727863
1,ZHX2,4.6859126,0.00040510351374727863
1,TRIM38,4.658438,0.0004593951596947584
1,AEBP1,4.6463,0.00048339075052958736
1,EVL,4.622852,0.0005329456258941812
1,CXXC5,4.578206,0.0006552274426147438
1,SP110,4.5637584,0.0006966013049431321
1,RSRP1,4.5223694,0.0008349461416524618
1,GGA2,4.518106,0.0008455258037347279
1,SLC38A1,4.505198,0.0008918847201334134
1,CYTIP,4.498566,0.0009091554863538389
1,RGS2,4.497974,0.0009091554863538389
1,PRKCE,4.4729867,0.0010001419885979094
1,PILRB,4.461499,0.001047756220581605
1,TAGAP,4.4596047,0.0010495644943966027
1,FOS,4.456289,0.0010584155800378579
1,CBX4,4.443736,0.0011142767555721697
1,GRK2,4.39009,0.0014181074430820728
1,ZFP36,4.3634443,0.0015773915689812875
1,ARHGAP15,4.3623786,0.0015773915689812875
1,ARID5B,4.3473983,0.0016663660016980903
1,PNISR,4.33976,0.0017025000027606244
1,TAPT1,4.3340163,0.0017360583087995787
1,LRMP,4.3260226,0.0017768555094285425
1,TAPBP,4.292982,0.00200040855208318
1,BACH2,4.2927456,0.00200040855208318
1,CNTRL,4.2773504,0.002117209748572508
1,CHD2,4.2707777,0.002157263804101908
1,CD40,4.2704225,0.002157263804101908
1,SETBP1,4.251712,0.0022894919863007106
1,SPTBN1,4.2474484,0.002319591916802966
1,PCDH9,4.241586,0.002366936294014749
1,SLC44A2,4.235902,0.0024068294153656586
1,FCER2,4.2351913,0.0024068294153656586
1,NCOA3,4.2290335,0.0024592743109670325
1,UCP2,4.1860456,0.0029401968464491295
1,DDX6,4.1789403,0.0030162333906091133
1,CORO1A,4.176631,0.003029691743784366
1,CSRNP1,4.1527095,0.0033379947195412425
1,LYN,4.1519394,0.0033379947195412425
1,STAP1,4.1362486,0.003554558871690776
1,ARHGAP17,4.131334,0.003611252456912962
1,FCRL5,4.0887012,0.004209822983534043
1,HDAC9,4.0725365,0.00445819368512182
1,EIF1,4.0607533,0.00466449128765593
1,NFKBIA,4.052819,0.004775075428784124
1,FAM107B,4.0393186,0.005005980081395929
1,PLPP5,4.019719,0.005352214199959402
1,FAM214A,4.0193048,0.005352214199959402
1,LY9,4.0191274,0.005352214199959402
1,EIF1B,4.018772,0.005352214199959402
1,ZBTB10,4.010127,0.005523967007674893
1,NUP88,3.989758,0.005960270010581463
1,SYK,3.9786263,0.006213764444498803
1,TRA2B,3.971817,0.0063326015252760885
1,PDE7A,3.967672,0.006412133430772627
1,ELOVL5,3.966488,0.006412627097562696
1,ASXL1,3.9625206,0.0064383457012865235
1,SOX4,3.9613955,0.0064383457012865235
1,ADK,3.960922,0.0064383457012865235
1,POLD4,3.9304278,0.007242927979021887
1,SASH3,3.9172828,0.0075979960466478055
1,BIRC3,3.9104733,0.007757926195882087
